"count_class","bacteria","pathway_class","count_sum","count_percentage%"
22,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Energy metabolism",581,3.78657487091222
96,"Bifidobacterium animalis subsp. Lactis AD011","Biosynthesis of secondary metabolites",581,16.5232358003442
68,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Amino acid metabolism",581,11.7039586919105
14,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Metabolism of other amino acids",581,2.40963855421687
25,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Metabolism of cofactors and vitamins",581,4.30292598967298
9,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Metabolism of terpenoids and polyketides",581,1.54905335628227
14,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Glycan biosynthesis and metabolism",581,2.40963855421687
18,"Bifidobacterium animalis subsp. Lactis AD011","Genetic Information Processing; Translation",581,3.09810671256454
38,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Nucleotide metabolism",581,6.54044750430293
12,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Biosynthesis of other secondary metabolites",581,2.06540447504303
4,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Lipid metabolism",581,0.688468158347676
8,"Bifidobacterium animalis subsp. Lactis AD011","Metabolism; Xenobiotics biodegradation and metabolism",581,1.37693631669535
0,"Bifidobacterium animalis subsp. Lactis AD011","Human Diseases; Cancer: overview",581,0
0,"Bifidobacterium animalis subsp. Lactis AD011","Human Diseases; Infectious disease: viral",581,0
45,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Carbohydrate metabolism",585,7.69230769230769
169,"Bifidobacterium animalis subsp. Lactis B420","Metabolic pathways",585,28.8888888888889
41,"Bifidobacterium animalis subsp. Lactis B420","Microbial metabolism in diverse environments",585,7.00854700854701
22,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Energy metabolism",585,3.76068376068376
97,"Bifidobacterium animalis subsp. Lactis B420","Biosynthesis of secondary metabolites",585,16.5811965811966
68,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Amino acid metabolism",585,11.6239316239316
14,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Metabolism of other amino acids",585,2.39316239316239
25,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Metabolism of cofactors and vitamins",585,4.27350427350427
9,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Metabolism of terpenoids and polyketides",585,1.53846153846154
14,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Glycan biosynthesis and metabolism",585,2.39316239316239
19,"Bifidobacterium animalis subsp. Lactis B420","Genetic Information Processing; Translation",585,3.24786324786325
39,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Nucleotide metabolism",585,6.66666666666667
12,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Biosynthesis of other secondary metabolites",585,2.05128205128205
3,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Lipid metabolism",585,0.512820512820513
8,"Bifidobacterium animalis subsp. Lactis B420","Metabolism; Xenobiotics biodegradation and metabolism",585,1.36752136752137
0,"Bifidobacterium animalis subsp. Lactis B420","Human Diseases; Cancer: overview",585,0
0,"Bifidobacterium animalis subsp. Lactis B420","Human Diseases; Infectious disease: viral",585,0
45,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Carbohydrate metabolism",587,7.66609880749574
170,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolic pathways",587,28.9608177172061
41,"Bifidobacterium animalis subsp. Lactis BB-12","Microbial metabolism in diverse environments",587,6.98466780238501
22,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Energy metabolism",587,3.74787052810903
97,"Bifidobacterium animalis subsp. Lactis BB-12","Biosynthesis of secondary metabolites",587,16.5247018739353
68,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Amino acid metabolism",587,11.5843270868825
14,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Metabolism of other amino acids",587,2.38500851788756
25,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Metabolism of cofactors and vitamins",587,4.25894378194208
9,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Metabolism of terpenoids and polyketides",587,1.53321976149915
14,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Glycan biosynthesis and metabolism",587,2.38500851788756
19,"Bifidobacterium animalis subsp. Lactis BB-12","Genetic Information Processing; Translation",587,3.23679727427598
39,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Nucleotide metabolism",587,6.64395229982964
12,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Biosynthesis of other secondary metabolites",587,2.0442930153322
4,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Lipid metabolism",587,0.681431005110733
8,"Bifidobacterium animalis subsp. Lactis BB-12","Metabolism; Xenobiotics biodegradation and metabolism",587,1.36286201022147
0,"Bifidobacterium animalis subsp. Lactis BB-12","Human Diseases; Cancer: overview",587,0
0,"Bifidobacterium animalis subsp. Lactis BB-12","Human Diseases; Infectious disease: viral",587,0
44,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Carbohydrate metabolism",582,7.56013745704467
169,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolic pathways",582,29.0378006872852
40,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Microbial metabolism in diverse environments",582,6.87285223367698
22,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Energy metabolism",582,3.78006872852234
96,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Biosynthesis of secondary metabolites",582,16.4948453608247
68,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Amino acid metabolism",582,11.6838487972509
13,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Metabolism of other amino acids",582,2.23367697594502
25,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Metabolism of cofactors and vitamins",582,4.29553264604811
9,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Metabolism of terpenoids and polyketides",582,1.54639175257732
14,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Glycan biosynthesis and metabolism",582,2.40549828178694
19,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Genetic Information Processing; Translation",582,3.26460481099656
39,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Nucleotide metabolism",582,6.70103092783505
12,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Biosynthesis of other secondary metabolites",582,2.06185567010309
4,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Lipid metabolism",582,0.687285223367698
8,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Metabolism; Xenobiotics biodegradation and metabolism",582,1.3745704467354
0,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Human Diseases; Cancer: overview",582,0
0,"Bifidobacterium animalis subsp. Lactis CNCM I-2494","Human Diseases; Infectious disease: viral",582,0
46,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Carbohydrate metabolism",588,7.82312925170068
170,"Bifidobacterium animalis subsp. Lactis HN019","Metabolic pathways",588,28.9115646258503
41,"Bifidobacterium animalis subsp. Lactis HN019","Microbial metabolism in diverse environments",588,6.97278911564626
22,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Energy metabolism",588,3.74149659863946
97,"Bifidobacterium animalis subsp. Lactis HN019","Biosynthesis of secondary metabolites",588,16.4965986394558
68,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Amino acid metabolism",588,11.5646258503401
14,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Metabolism of other amino acids",588,2.38095238095238
25,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Metabolism of cofactors and vitamins",588,4.25170068027211
9,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Metabolism of terpenoids and polyketides",588,1.53061224489796
15,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Glycan biosynthesis and metabolism",588,2.55102040816327
19,"Bifidobacterium animalis subsp. Lactis HN019","Genetic Information Processing; Translation",588,3.2312925170068
39,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Nucleotide metabolism",588,6.63265306122449
12,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Biosynthesis of other secondary metabolites",588,2.04081632653061
3,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Lipid metabolism",588,0.510204081632653
8,"Bifidobacterium animalis subsp. Lactis HN019","Metabolism; Xenobiotics biodegradation and metabolism",588,1.36054421768707
0,"Bifidobacterium animalis subsp. Lactis HN019","Human Diseases; Cancer: overview",588,0
0,"Bifidobacterium animalis subsp. Lactis HN019","Human Diseases; Infectious disease: viral",588,0
46,"Bifidobacterium bifidum BGN4","Metabolism; Carbohydrate metabolism",605,7.60330578512397
177,"Bifidobacterium bifidum BGN4","Metabolic pathways",605,29.2561983471074
44,"Bifidobacterium bifidum BGN4","Microbial metabolism in diverse environments",605,7.27272727272727
21,"Bifidobacterium bifidum BGN4","Metabolism; Energy metabolism",605,3.47107438016529
98,"Bifidobacterium bifidum BGN4","Biosynthesis of secondary metabolites",605,16.198347107438
71,"Bifidobacterium bifidum BGN4","Metabolism; Amino acid metabolism",605,11.7355371900826
14,"Bifidobacterium bifidum BGN4","Metabolism; Metabolism of other amino acids",605,2.31404958677686
32,"Bifidobacterium bifidum BGN4","Metabolism; Metabolism of cofactors and vitamins",605,5.28925619834711
9,"Bifidobacterium bifidum BGN4","Metabolism; Metabolism of terpenoids and polyketides",605,1.48760330578512
12,"Bifidobacterium bifidum BGN4","Metabolism; Glycan biosynthesis and metabolism",605,1.98347107438017
19,"Bifidobacterium bifidum BGN4","Genetic Information Processing; Translation",605,3.1404958677686
38,"Bifidobacterium bifidum BGN4","Metabolism; Nucleotide metabolism",605,6.28099173553719
11,"Bifidobacterium bifidum BGN4","Metabolism; Biosynthesis of other secondary metabolites",605,1.81818181818182
5,"Bifidobacterium bifidum BGN4","Metabolism; Lipid metabolism",605,0.826446280991736
8,"Bifidobacterium bifidum BGN4","Metabolism; Xenobiotics biodegradation and metabolism",605,1.32231404958678
0,"Bifidobacterium bifidum BGN4","Human Diseases; Cancer: overview",605,0
0,"Bifidobacterium bifidum BGN4","Human Diseases; Infectious disease: viral",605,0
49,"Bifidobacterium breve UCC2003","Metabolism; Carbohydrate metabolism",620,7.90322580645161
181,"Bifidobacterium breve UCC2003","Metabolic pathways",620,29.1935483870968
42,"Bifidobacterium breve UCC2003","Microbial metabolism in diverse environments",620,6.7741935483871
22,"Bifidobacterium breve UCC2003","Metabolism; Energy metabolism",620,3.54838709677419
98,"Bifidobacterium breve UCC2003","Biosynthesis of secondary metabolites",620,15.8064516129032
74,"Bifidobacterium breve UCC2003","Metabolism; Amino acid metabolism",620,11.9354838709677
14,"Bifidobacterium breve UCC2003","Metabolism; Metabolism of other amino acids",620,2.25806451612903
30,"Bifidobacterium breve UCC2003","Metabolism; Metabolism of cofactors and vitamins",620,4.83870967741935
10,"Bifidobacterium breve UCC2003","Metabolism; Metabolism of terpenoids and polyketides",620,1.61290322580645
15,"Bifidobacterium breve UCC2003","Metabolism; Glycan biosynthesis and metabolism",620,2.41935483870968
19,"Bifidobacterium breve UCC2003","Genetic Information Processing; Translation",620,3.06451612903226
38,"Bifidobacterium breve UCC2003","Metabolism; Nucleotide metabolism",620,6.12903225806452
14,"Bifidobacterium breve UCC2003","Metabolism; Biosynthesis of other secondary metabolites",620,2.25806451612903
6,"Bifidobacterium breve UCC2003","Metabolism; Lipid metabolism",620,0.967741935483871
8,"Bifidobacterium breve UCC2003","Metabolism; Xenobiotics biodegradation and metabolism",620,1.29032258064516
0,"Bifidobacterium breve UCC2003","Human Diseases; Cancer: overview",620,0
0,"Bifidobacterium breve UCC2003","Human Diseases; Infectious disease: viral",620,0
43,"Bifidobacterium longum CECT 7347","Metabolism; Carbohydrate metabolism",576,7.46527777777778
169,"Bifidobacterium longum CECT 7347","Metabolic pathways",576,29.3402777777778
40,"Bifidobacterium longum CECT 7347","Microbial metabolism in diverse environments",576,6.94444444444444
20,"Bifidobacterium longum CECT 7347","Metabolism; Energy metabolism",576,3.47222222222222
92,"Bifidobacterium longum CECT 7347","Biosynthesis of secondary metabolites",576,15.9722222222222
71,"Bifidobacterium longum CECT 7347","Metabolism; Amino acid metabolism",576,12.3263888888889
12,"Bifidobacterium longum CECT 7347","Metabolism; Metabolism of other amino acids",576,2.08333333333333
29,"Bifidobacterium longum CECT 7347","Metabolism; Metabolism of cofactors and vitamins",576,5.03472222222222
9,"Bifidobacterium longum CECT 7347","Metabolism; Metabolism of terpenoids and polyketides",576,1.5625
13,"Bifidobacterium longum CECT 7347","Metabolism; Glycan biosynthesis and metabolism",576,2.25694444444444
19,"Bifidobacterium longum CECT 7347","Genetic Information Processing; Translation",576,3.29861111111111
36,"Bifidobacterium longum CECT 7347","Metabolism; Nucleotide metabolism",576,6.25
13,"Bifidobacterium longum CECT 7347","Metabolism; Biosynthesis of other secondary metabolites",576,2.25694444444444
2,"Bifidobacterium longum CECT 7347","Metabolism; Lipid metabolism",576,0.347222222222222
8,"Bifidobacterium longum CECT 7347","Metabolism; Xenobiotics biodegradation and metabolism",576,1.38888888888889
0,"Bifidobacterium longum CECT 7347","Human Diseases; Cancer: overview",576,0
0,"Bifidobacterium longum CECT 7347","Human Diseases; Infectious disease: viral",576,0
44,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Carbohydrate metabolism",588,7.48299319727891
172,"Bifidobacterium longum subsp. Infantis 35624","Metabolic pathways",588,29.2517006802721
41,"Bifidobacterium longum subsp. Infantis 35624","Microbial metabolism in diverse environments",588,6.97278911564626
21,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Energy metabolism",588,3.57142857142857
94,"Bifidobacterium longum subsp. Infantis 35624","Biosynthesis of secondary metabolites",588,15.9863945578231
72,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Amino acid metabolism",588,12.2448979591837
13,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Metabolism of other amino acids",588,2.2108843537415
30,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Metabolism of cofactors and vitamins",588,5.10204081632653
9,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Metabolism of terpenoids and polyketides",588,1.53061224489796
13,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Glycan biosynthesis and metabolism",588,2.2108843537415
19,"Bifidobacterium longum subsp. Infantis 35624","Genetic Information Processing; Translation",588,3.2312925170068
37,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Nucleotide metabolism",588,6.29251700680272
13,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Biosynthesis of other secondary metabolites",588,2.2108843537415
2,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Lipid metabolism",588,0.340136054421769
8,"Bifidobacterium longum subsp. Infantis 35624","Metabolism; Xenobiotics biodegradation and metabolism",588,1.36054421768707
0,"Bifidobacterium longum subsp. Infantis 35624","Human Diseases; Cancer: overview",588,0
0,"Bifidobacterium longum subsp. Infantis 35624","Human Diseases; Infectious disease: viral",588,0
44,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Carbohydrate metabolism",592,7.43243243243243
174,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolic pathways",592,29.3918918918919
40,"Bifidobacterium longum subsp. Infantis CECT 7210","Microbial metabolism in diverse environments",592,6.75675675675676
21,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Energy metabolism",592,3.5472972972973
95,"Bifidobacterium longum subsp. Infantis CECT 7210","Biosynthesis of secondary metabolites",592,16.0472972972973
73,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Amino acid metabolism",592,12.3310810810811
13,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Metabolism of other amino acids",592,2.19594594594595
31,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Metabolism of cofactors and vitamins",592,5.23648648648649
9,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Metabolism of terpenoids and polyketides",592,1.52027027027027
13,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Glycan biosynthesis and metabolism",592,2.19594594594595
19,"Bifidobacterium longum subsp. Infantis CECT 7210","Genetic Information Processing; Translation",592,3.20945945945946
37,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Nucleotide metabolism",592,6.25
13,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Biosynthesis of other secondary metabolites",592,2.19594594594595
2,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Lipid metabolism",592,0.337837837837838
8,"Bifidobacterium longum subsp. Infantis CECT 7210","Metabolism; Xenobiotics biodegradation and metabolism",592,1.35135135135135
0,"Bifidobacterium longum subsp. Infantis CECT 7210","Human Diseases; Cancer: overview",592,0
0,"Bifidobacterium longum subsp. Infantis CECT 7210","Human Diseases; Infectious disease: viral",592,0
68,"Clostridium butyricum TO-A","Metabolism; Carbohydrate metabolism",899,7.56395995550612
276,"Clostridium butyricum TO-A","Metabolic pathways",899,30.7007786429366
56,"Clostridium butyricum TO-A","Microbial metabolism in diverse environments",899,6.22914349276974
30,"Clostridium butyricum TO-A","Metabolism; Energy metabolism",899,3.33704115684093
132,"Clostridium butyricum TO-A","Biosynthesis of secondary metabolites",899,14.6829810901001
81,"Clostridium butyricum TO-A","Metabolism; Amino acid metabolism",899,9.01001112347052
27,"Clostridium butyricum TO-A","Metabolism; Metabolism of other amino acids",899,3.00333704115684
78,"Clostridium butyricum TO-A","Metabolism; Metabolism of cofactors and vitamins",899,8.67630700778643
13,"Clostridium butyricum TO-A","Metabolism; Metabolism of terpenoids and polyketides",899,1.4460511679644
15,"Clostridium butyricum TO-A","Metabolism; Glycan biosynthesis and metabolism",899,1.66852057842047
22,"Clostridium butyricum TO-A","Genetic Information Processing; Translation",899,2.44716351501669
54,"Clostridium butyricum TO-A","Metabolism; Nucleotide metabolism",899,6.00667408231368
17,"Clostridium butyricum TO-A","Metabolism; Biosynthesis of other secondary metabolites",899,1.89098998887653
12,"Clostridium butyricum TO-A","Metabolism; Lipid metabolism",899,1.33481646273637
16,"Clostridium butyricum TO-A","Metabolism; Xenobiotics biodegradation and metabolism",899,1.7797552836485
1,"Clostridium butyricum TO-A","Human Diseases; Cancer: overview",899,0.111234705228031
1,"Clostridium butyricum TO-A","Human Diseases; Infectious disease: viral",899,0.111234705228031
40,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Carbohydrate metabolism",696,5.74712643678161
200,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolic pathways",696,28.735632183908
48,"Corynebacterium pseudodiphtheriticum 0-90104","Microbial metabolism in diverse environments",696,6.89655172413793
26,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Energy metabolism",696,3.73563218390805
121,"Corynebacterium pseudodiphtheriticum 0-90104","Biosynthesis of secondary metabolites",696,17.3850574712644
80,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Amino acid metabolism",696,11.4942528735632
17,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Metabolism of other amino acids",696,2.44252873563218
55,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Metabolism of cofactors and vitamins",696,7.90229885057471
13,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Metabolism of terpenoids and polyketides",696,1.86781609195402
13,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Glycan biosynthesis and metabolism",696,1.86781609195402
17,"Corynebacterium pseudodiphtheriticum 0-90104","Genetic Information Processing; Translation",696,2.44252873563218
34,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Nucleotide metabolism",696,4.88505747126437
14,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Biosynthesis of other secondary metabolites",696,2.01149425287356
6,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Lipid metabolism",696,0.862068965517241
12,"Corynebacterium pseudodiphtheriticum 0-90104","Metabolism; Xenobiotics biodegradation and metabolism",696,1.72413793103448
0,"Corynebacterium pseudodiphtheriticum 0-90104","Human Diseases; Cancer: overview",696,0
0,"Corynebacterium pseudodiphtheriticum 0-90104","Human Diseases; Infectious disease: viral",696,0
179,"Escherichia coli M-17","Metabolism; Carbohydrate metabolism",1807,9.90592141671278
579,"Escherichia coli M-17","Metabolic pathways",1807,32.0420586607637
143,"Escherichia coli M-17","Microbial metabolism in diverse environments",1807,7.9136690647482
68,"Escherichia coli M-17","Metabolism; Energy metabolism",1807,3.76314333148866
223,"Escherichia coli M-17","Biosynthesis of secondary metabolites",1807,12.3408965135584
